SBY 19:25:20 [hyperram_bmc] Removing directory 'hyperram_bmc'.
SBY 19:25:20 [hyperram_bmc] Copy 'src/hyperram.v' to 'hyperram_bmc/src/hyperram.v'.
SBY 19:25:20 [hyperram_bmc] engine_0: smtbmc
SBY 19:25:20 [hyperram_bmc] base: starting process "cd hyperram_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:89.4-89.95.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:91.4-91.103.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:97.4-97.96.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:99.4-99.104.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:342.13-342.59.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:343.15-343.64.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:344.15-344.31.
SBY 19:25:23 [hyperram_bmc] base: finished (returncode=0)
SBY 19:25:23 [hyperram_bmc] smt2: starting process "cd hyperram_bmc/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 19:25:24 [hyperram_bmc] smt2: finished (returncode=0)
SBY 19:25:24 [hyperram_bmc] engine_0: starting process "cd hyperram_bmc; yosys-smtbmc --presat --unroll --noprogress -t 100  --append 0 --dump-vcd engine_0/trace.vcd --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 19:26:59 [hyperram_bmc] engine_0: ##   0:01:35  Checking assumptions in step 57..
SBY 19:26:59 [hyperram_bmc] engine_0: ##   0:01:35  Checking assertions in step 57..
SBY 19:27:01 [hyperram_bmc] engine_0: ##   0:01:37  Checking assumptions in step 58..
SBY 19:27:02 [hyperram_bmc] engine_0: ##   0:01:37  Checking assertions in step 58..
SBY 19:27:04 [hyperram_bmc] engine_0: ##   0:01:40  Checking assumptions in step 59..
SBY 19:27:04 [hyperram_bmc] engine_0: ##   0:01:40  Checking assertions in step 59..
SBY 19:27:07 [hyperram_bmc] engine_0: ##   0:01:43  Checking assumptions in step 60..
SBY 19:27:08 [hyperram_bmc] engine_0: ##   0:01:44  Checking assertions in step 60..
SBY 19:27:11 [hyperram_bmc] engine_0: ##   0:01:47  Checking assumptions in step 61..
SBY 19:27:11 [hyperram_bmc] engine_0: ##   0:01:47  Checking assertions in step 61..
SBY 19:27:15 [hyperram_bmc] engine_0: ##   0:01:50  Checking assumptions in step 62..
SBY 19:27:17 [hyperram_bmc] engine_0: ##   0:01:52  Checking assertions in step 62..
SBY 19:27:21 [hyperram_bmc] engine_0: ##   0:01:57  Checking assumptions in step 63..
SBY 19:27:22 [hyperram_bmc] engine_0: ##   0:01:58  Checking assertions in step 63..
SBY 19:27:25 [hyperram_bmc] engine_0: ##   0:02:01  Checking assumptions in step 64..
SBY 19:27:27 [hyperram_bmc] engine_0: ##   0:02:03  Checking assertions in step 64..
SBY 19:27:32 [hyperram_bmc] engine_0: ##   0:02:08  Checking assumptions in step 65..
SBY 19:27:32 [hyperram_bmc] engine_0: ##   0:02:08  Checking assertions in step 65..
SBY 19:27:36 [hyperram_bmc] engine_0: ##   0:02:12  Checking assumptions in step 66..
SBY 19:27:38 [hyperram_bmc] engine_0: ##   0:02:14  Checking assertions in step 66..
SBY 19:27:42 [hyperram_bmc] engine_0: ##   0:02:18  Checking assumptions in step 67..
SBY 19:27:42 [hyperram_bmc] engine_0: ##   0:02:18  Checking assertions in step 67..
SBY 19:27:47 [hyperram_bmc] engine_0: ##   0:02:23  Checking assumptions in step 68..
SBY 19:27:48 [hyperram_bmc] engine_0: ##   0:02:23  Checking assertions in step 68..
SBY 19:27:54 [hyperram_bmc] engine_0: ##   0:02:30  Checking assumptions in step 69..
